,Unnamed: 0,Organisation,Location,Date,Detail,Rocket_Status,Price,Mission_Status
2000,2000,RVSN USSR,"Site 250, Baikonur Cosmodrome, Kazakhstan","Fri May 15, 1987 17:30 UTC",Energiya/Polyus | Polyus Space Station,StatusRetired,"5,000.0",Success
